first_arrival_time,success,num_alerted,environment,policy
4.56097291326717,True,3,urban,Local Small
8.2132051972545,False,2,urban,Local Small
9.265316967820363,False,1,urban,Local Small
4.620508312053095,True,3,urban,Local Small
4.281436689939214,True,4,urban,Local Small
5.788172407737903,True,1,urban,Local Small
7.957260802899776,False,0,urban,Local Small
12.345254126875853,False,0,urban,Local Small
1.148116592830698,True,3,urban,Local Small
7.810564278418988,False,0,urban,Local Small
6.858296152390341,False,2,urban,Local Small
3.983830010193431,True,3,urban,Local Small
5.39921026520873,True,1,urban,Local Small
3.1870020647846187,True,2,urban,Local Small
3.3558177142426873,True,3,urban,Local Small
3.8799420368389335,True,2,urban,Local Small
4.814271887740434,True,1,urban,Local Small
11.0544867432016,False,0,urban,Local Small
2.0820360636200133,True,4,urban,Local Small
8.490292201004063,False,1,urban,Local Small
8.52986739869055,False,2,urban,Local Small
3.7669561120514006,True,1,urban,Local Small
7.7085663995144325,False,0,urban,Local Small
6.696345824163819,False,2,urban,Local Small
2.793316915871762,True,1,urban,Local Small
8.314276376830572,False,2,urban,Local Small
7.292616002282795,False,0,urban,Local Small
5.112997631098538,True,1,urban,Local Small
7.78129646101106,False,1,urban,Local Small
3.7709054770107877,True,2,urban,Local Small
2.448349639871876,True,2,urban,Local Small
4.757777153729748,True,1,urban,Local Small
2.508192760846485,True,2,urban,Local Small
3.2675651051070562,True,3,urban,Local Small
5.5693873629814155,True,1,urban,Local Small
4.004994376528165,True,1,urban,Local Small
7.039887816733325,False,2,urban,Local Small
2.514994143358183,True,3,urban,Local Small
3.8054869288580457,True,3,urban,Local Small
3.3121210599296473,True,2,urban,Local Small
1.664311799531879,True,1,urban,Local Small
1.326560690976892,True,2,urban,Local Small
0.0,True,3,urban,Local Small
4.611240229544611,True,4,urban,Local Small
5.842177596763751,True,0,urban,Local Small
2.0205335553392363,True,2,urban,Local Small
4.372803189142335,True,1,urban,Local Small
5.307799050545693,True,3,urban,Local Small
1.521171305728347,True,3,urban,Local Small
4.4123142373407775,True,3,urban,Local Small
9.715560037752153,False,0,urban,Local Small
6.194287795335562,False,3,urban,Local Small
6.967719066056619,False,1,urban,Local Small
4.766490598920751,True,2,urban,Local Small
5.1780269421757374,True,2,urban,Local Small
3.3238896162170057,True,2,urban,Local Small
5.0812934235439045,True,1,urban,Local Small
0.18443213906113032,True,3,urban,Local Small
2.269175148355552,True,1,urban,Local Small
4.15684886884221,True,2,urban,Local Small
3.731939825788386,True,2,urban,Local Small
4.359430064166456,True,0,urban,Local Small
4.947370818616967,True,3,urban,Local Small
3.6072550799461776,True,2,urban,Local Small
4.118955909960551,True,1,urban,Local Small
8.341812611132964,False,0,urban,Local Small
2.519435452597733,True,5,urban,Local Small
8.57463330536489,False,1,urban,Local Small
3.7096557608383884,True,1,urban,Local Small
4.813755866776557,True,2,urban,Local Small
8.57782265583993,False,1,urban,Local Small
9.04343123296361,False,0,urban,Local Small
9.89827240887359,False,0,urban,Local Small
7.6121297935625645,False,2,urban,Local Small
2.1466260440427565,True,3,urban,Local Small
1.7655388156293779,True,2,urban,Local Small
6.6842790455136285,False,2,urban,Local Small
2.338425181081628,True,4,urban,Local Small
6.530231715273078,False,1,urban,Local Small
3.0366057809160796,True,1,urban,Local Small
2.309945647185886,True,3,urban,Local Small
1.618147887409498,True,4,urban,Local Small
2.8452568448254736,True,3,urban,Local Small
9.03285102652346,False,1,urban,Local Small
4.1868837551932945,True,1,urban,Local Small
2.901626858083442,True,3,urban,Local Small
7.554725238871008,False,2,urban,Local Small
4.623999741623688,True,4,urban,Local Small
8.642791652607922,False,2,urban,Local Small
2.4819097045766245,True,2,urban,Local Small
6.918058331409288,False,2,urban,Local Small
5.781516420573976,True,2,urban,Local Small
8.136964616331841,False,1,urban,Local Small
2.5029788464272413,True,1,urban,Local Small
1.3712341598257165,True,4,urban,Local Small
7.598514106016828,False,1,urban,Local Small
3.322544342374779,True,4,urban,Local Small
9.991058567900266,False,0,urban,Local Small
8.259406132874211,False,0,urban,Local Small
4.788701530623705,True,1,urban,Local Small
3.994671682782103,True,2,urban,Local Small
5.340376441742217,True,2,urban,Local Small
2.6344546344083812,True,4,urban,Local Small
1.36005734286812,True,2,urban,Local Small
1.6196606371725442,True,5,urban,Local Small
5.427162581056307,True,3,urban,Local Small
7.921151361852026,False,0,urban,Local Small
7.927422978703655,False,1,urban,Local Small
0.0,True,1,urban,Local Small
9.173717082146837,False,0,urban,Local Small
6.740364806762509,False,2,urban,Local Small
1.6704623951196063,True,5,urban,Local Small
3.9272400553202065,True,1,urban,Local Small
0.0,True,4,urban,Local Small
2.1564835474969914,True,1,urban,Local Small
3.2811242146481456,True,2,urban,Local Small
10.027246020499089,False,1,urban,Local Small
3.5048225869675833,True,4,urban,Local Small
2.8735514254746692,True,5,urban,Local Small
8.726881835874718,False,1,urban,Local Small
10.158359798788194,False,1,urban,Local Small
3.9760983317767336,True,2,urban,Local Small
4.141075825216967,True,2,urban,Local Small
9.034898295011619,False,0,urban,Local Small
6.863703046975125,False,2,urban,Local Small
6.881238748748675,False,2,urban,Local Small
10.46893486588705,False,0,urban,Local Small
6.189393146169966,False,1,urban,Local Small
6.3033091545577005,False,1,urban,Local Small
4.856800540782828,True,1,urban,Local Small
4.756324866543052,True,3,urban,Local Small
5.210473007563742,True,3,urban,Local Small
6.294021864405723,False,0,urban,Local Small
8.098294106859095,False,1,urban,Local Small
9.483212907652556,False,1,urban,Local Small
4.296761592541616,True,2,urban,Local Small
2.7750959903736554,True,2,urban,Local Small
5.479909512039549,True,2,urban,Local Small
11.454579429271995,False,1,urban,Local Small
9.828095784312106,False,4,urban,Local Small
5.396118044773866,True,1,urban,Local Small
10.582625387442933,False,0,urban,Local Small
5.260485872248558,True,3,urban,Local Small
0.0,True,3,urban,Local Small
10.495564048569625,False,1,urban,Local Small
1.6269828680289602,True,3,urban,Local Small
7.098173837321609,False,2,urban,Local Small
2.282581702495583,True,1,urban,Local Small
7.296986366943866,False,0,urban,Local Small
1.2931395361216655,True,1,urban,Local Small
9.505076981636176,False,0,urban,Local Small
8.302524103385059,False,1,urban,Local Small
3.422671188379453,True,2,urban,Local Small
8.25817966728155,False,1,urban,Local Small
8.476541869989417,False,1,urban,Local Small
2.8309345768491507,True,5,urban,Local Small
2.4283956472824744,True,3,urban,Local Small
9.406781377979584,False,3,urban,Local Small
6.7574684847327475,False,0,urban,Local Small
5.277848601068232,True,1,urban,Local Small
1.614253347039793,True,4,urban,Local Small
4.71216565986289,True,2,urban,Local Small
6.575530157472841,False,0,urban,Local Small
